0,51,33
1,51,33
2,51,33
3,51,146
4,51,33
6,86,86
7,51,33
9,5,10
11,51,43
12,51,33
13,86,86
14,51,33
15,117,117
16,5,70
17,86,86
18,51,33
19,51,146
20,51,33
21,5,70
22,86,86
23,51,33
24,51,33
25,86,86
26,5,8
27,51,33
28,51,33
29,5,8
30,51,33
31,31,31
32,86,86
34,51,33
35,86,86
36,5,60
37,86,86
38,86,86
39,51,33
40,86,86
41,51,33
42,51,33
44,51,33
45,51,113
46,86,86
47,86,86
48,86,86
49,51,33
50,86,86
52,51,113
53,51,33
54,5,10
55,51,113
56,51,146
57,51,33
58,51,43
59,51,33
61,51,33
62,5,60
63,86,86
64,86,86
65,86,86
66,86,86
67,5,60
68,51,33
69,51,113
70,5,70
71,5,8
72,117,117
73,51,33
74,51,165
75,169,75
76,51,76
77,51,33
78,86,86
79,5,79
80,51,33
81,51,33
82,51,33
83,51,33
84,51,33
85,5,8
87,51,113
88,51,33
89,51,33
90,51,33
91,51,113
92,51,146
93,51,33
94,51,33
95,51,33
96,5,8
97,5,70
98,51,33
99,51,76
100,51,33
101,86,86
102,51,33
103,5,60
104,51,33
105,51,33
106,5,8
107,51,33
108,5,70
109,51,146
110,5,10
111,86,86
112,51,33
114,5,8
115,51,113
116,51,33
118,51,33
119,117,117
120,86,86
121,5,10
122,86,86
123,86,86
124,5,8
125,51,33
126,51,146
127,86,86
128,51,33
129,51,33
130,51,33
131,51,33
132,51,33
133,117,117
134,86,86
135,86,86
136,51,33
137,51,33
138,51,33
139,51,33
140,5,8
141,51,33
142,51,33
143,51,33
144,51,33
145,5,145
147,51,146
148,5,70
149,51,33
150,86,86
151,51,33
152,51,113
153,51,43
154,117,117
155,5,60
156,51,33
157,51,33
158,5,8
159,51,33
160,86,86
161,51,33
162,51,33
163,51,33
164,51,33
166,51,33
167,51,33
168,51,165
169,169,171
170,86,86
172,51,33
173,117,117
174,5,8
175,51,33
176,51,33
