0,16,21915.0,12
0,16,21915.0,46
0,16,21946.0,12
0,16,21946.0,46
0,16,21975.0,12
0,16,21975.0,46
0,16,22006.0,12
0,16,22006.0,46
0,16,22036.0,12
0,16,22036.0,46
0,16,22067.0,12
0,16,22067.0,46
0,16,22097.0,12
0,16,22097.0,46
0,16,22128.0,12
0,16,22128.0,46
0,16,22159.0,12
0,16,22159.0,46
0,16,22189.0,12
0,16,22189.0,46
0,16,22220.0,12
0,16,22220.0,46
0,16,22250.0,12
0,16,22250.0,46
0,16,22281.0,12
0,16,22281.0,46
0,16,22312.0,12
0,16,22312.0,46
0,16,22340.0,12
0,16,22340.0,46
0,16,22371.0,12
0,16,22371.0,46
0,16,22401.0,12
0,16,22401.0,46
0,16,22432.0,12
0,16,22432.0,46
0,16,22462.0,12
0,16,22462.0,46
0,16,22493.0,12
0,16,22493.0,46
0,16,22524.0,12
0,16,22524.0,46
0,16,22554.0,12
0,16,22554.0,46
0,16,22585.0,12
0,16,22585.0,46
0,16,22615.0,12
0,16,22615.0,46
0,16,22646.0,12
0,16,22646.0,46
0,16,22677.0,12
0,16,22677.0,46
0,16,22705.0,12
0,16,22705.0,46
0,16,22736.0,12
0,16,22736.0,46
0,16,22766.0,12
0,16,22766.0,46
0,16,22797.0,12
0,16,22797.0,46
0,17,21915.0,46
0,17,21946.0,46
0,17,21975.0,46
0,17,22006.0,46
0,17,22036.0,46
0,17,22067.0,46
0,17,22097.0,46
0,17,22128.0,46
0,17,22159.0,46
0,17,22189.0,46
0,17,22220.0,46
0,17,22250.0,46
0,17,22281.0,46
0,17,22312.0,46
0,17,22340.0,46
0,17,22371.0,46
0,17,22401.0,46
0,17,22432.0,46
0,17,22462.0,46
0,17,22493.0,46
0,17,22524.0,46
0,17,22554.0,46
0,17,22585.0,46
0,17,22615.0,46
0,17,22646.0,46
0,17,22677.0,46
0,17,22705.0,46
0,17,22736.0,46
0,17,22766.0,46
0,17,22797.0,46
1,17,21915.0,46
1,17,21946.0,46
1,17,21975.0,46
