0,16,22432.0,12,1644.0
46,16,22432.0,12,1644.0
0,16,21975.0,12,1362.0
46,16,21975.0,12,1362.0
0,16,22585.0,12,1280.0
46,16,22585.0,12,1280.0
0,16,22554.0,12,1070.0
46,16,22554.0,12,1070.0
46,16,22401.0,12,832.0
0,16,22401.0,12,832.0
0,16,22585.0,46,786.0
0,17,22401.0,46,719.0
0,17,22554.0,46,688.0
0,17,22524.0,46,656.0
0,16,22554.0,46,647.0
0,17,22766.0,46,631.0
0,16,22432.0,46,624.0
0,17,22432.0,46,623.0
0,17,22340.0,46,616.0
0,16,22493.0,46,598.0
0,16,21946.0,46,582.0
0,17,22312.0,46,579.0
0,17,22646.0,46,569.0
0,17,22615.0,46,546.0
0,16,22401.0,46,542.0
0,16,22493.0,12,539.0
46,16,22493.0,12,539.0
0,17,22371.0,46,538.0
0,16,22312.0,46,532.0
0,16,21975.0,46,523.0
0,16,22524.0,46,521.0
0,17,22493.0,46,516.0
0,17,22585.0,46,515.0
0,16,22006.0,46,515.0
0,17,22677.0,46,494.0
46,16,22615.0,12,487.0
0,16,22615.0,12,487.0
0,16,22281.0,46,483.0
0,16,21915.0,46,482.0
0,17,22281.0,46,459.0
0,16,22705.0,46,445.0
29,17,22401.0,46,440.0
0,17,22736.0,46,440.0
0,16,22462.0,12,431.0
46,16,22462.0,12,431.0
0,17,22250.0,46,423.0
0,16,22677.0,46,419.0
0,16,22340.0,46,416.0
0,17,22705.0,46,414.0
0,17,22462.0,46,412.0
0,16,22615.0,46,408.0
33,17,22401.0,46,407.0
0,16,22371.0,46,387.0
0,16,22250.0,46,369.0
0,17,22006.0,46,365.0
0,16,22766.0,46,364.0
0,17,22159.0,46,348.0
0,16,22220.0,46,348.0
46,16,22006.0,12,339.0
0,16,22006.0,12,339.0
0,16,22462.0,46,331.0
0,16,22646.0,46,325.0
0,17,22220.0,46,304.0
0,16,22159.0,46,302.0
0,16,22036.0,46,299.0
0,17,22067.0,46,299.0
0,16,22097.0,46,294.0
46,16,22524.0,12,280.0
0,16,22524.0,12,280.0
0,16,22736.0,46,278.0
0,17,22036.0,46,258.0
0,16,22189.0,46,254.0
40,17,22554.0,46,253.0
19,17,22524.0,46,242.0
19,17,22281.0,46,234.0
0,17,22189.0,46,233.0
19,17,22340.0,46,233.0
19,17,22371.0,46,228.0
0,16,22067.0,46,226.0
40,17,22312.0,46,224.0
40,17,22646.0,46,223.0
19,17,22766.0,46,223.0
36,17,22401.0,46,220.0
0,17,22097.0,46,220.0
19,17,22554.0,46,217.0
40,17,22524.0,46,209.0
26,17,22006.0,46,207.0
19,17,22006.0,46,207.0
40,17,22615.0,46,207.0
40,17,22432.0,46,205.0
0,17,21975.0,46,202.0
0,17,21946.0,46,201.0
0,17,21915.0,46,200.0
