1331,1142,361.7390452563699,642788.0,578991.0,579122.0
1333,241,354.07662466314457,147842.0,130493.0,130718.0
1214,1214,305.86023699055033,75013.0,56338.0,58405.0
1215,787,400.7662294963914,55588.0,49211.0,49586.0
482,1198,347.80538984482126,52002.0,38305.0,39123.0
1211,1152,338.1574664562134,42700.0,40958.0,40946.0
1216,1282,329.2667571234691,38317.0,38305.0,38182.0
1215,1302,622.9606963997893,21449.0,20864.0,20872.0
1332,524,263.5038098190813,18844.0,18379.0,18360.0
482,1152,249.13097244160502,12590.0,10697.0,10934.0
482,1395,371.97848557643454,11317.0,8480.0,8505.0
1212,51,199.2113282843664,10956.0,8970.0,9024.0
1215,707,527.0777765253034,8657.0,8039.0,8056.0
1209,1208,357.6810081201219,7818.0,7713.0,7679.0
1215,634,308.51649263625234,7757.0,6961.0,6985.0
1210,1205,348.50855097492376,7212.0,7198.0,7185.0
1211,626,496.25481200048034,7018.0,6490.0,6539.0
1215,57,635.4430805043204,6919.0,6525.0,6462.0
1215,233,475.4766420149465,6886.0,6011.0,6123.0
1215,467,353.86496829766367,6579.0,6162.0,6152.0
1212,129,307.22176388106953,6480.0,6326.0,6336.0
1215,885,500.4767486298782,6267.0,5574.0,5449.0
1215,1169,254.158944250995,6104.0,4875.0,5140.0
1206,1206,268.36691448425927,5907.0,5701.0,5713.0
1215,1323,373.39758751761536,5894.0,4888.0,4897.0
1330,623,231.89488589865192,5642.0,5039.0,5093.0
1215,744,505.92213281242704,5555.0,5242.0,5030.0
1215,1398,419.29586944735536,5539.0,5208.0,4981.0
1215,1213,256.3425242306451,5272.0,5169.0,5160.0
1211,268,643.7529444825839,5163.0,4472.0,4645.0
1329,955,252.19780180728074,4810.0,4548.0,4511.0
521,1335,190.1938923826659,4759.0,4689.0,4706.0
1211,1207,389.0245009197794,4623.0,3663.0,3846.0
1215,1086,168.78831198082946,4142.0,2665.0,2694.0
1215,847,491.85238708933673,4137.0,3200.0,3381.0
1216,217,179.33462420672802,4111.0,2939.0,2955.0
1211,229,323.7027605895206,4062.0,3614.0,3644.0
1215,1179,505.5745680787127,3921.0,3689.0,3675.0
1215,1415,307.848695796451,3870.0,3486.0,3504.0
1211,1169,449.6460982363378,3806.0,3379.0,3353.0
1332,535,288.58046997731884,3776.0,3729.0,3695.0
1210,548,290.9738439728857,3418.0,3356.0,3362.0
1211,1244,443.6667456401187,3269.0,2974.0,3020.0
1215,768,310.93070123182827,3214.0,3009.0,3018.0
1216,1030,159.945210727448,3103.0,2772.0,2683.0
1215,614,526.1454167993246,3059.0,2854.0,2783.0
1216,600,259.1767009249222,3052.0,2886.0,2753.0
1215,561,439.18139064750807,2961.0,2852.0,2856.0
521,502,303.5628446515552,2826.0,2730.0,2725.0
1215,1313,317.2635402629129,2757.0,2547.0,2589.0
1212,55,213.33964697701845,2547.0,2466.0,2458.0
1332,72,448.5047932893942,2500.0,2478.0,2468.0
1206,1425,320.8540687409495,2490.0,2372.0,2407.0
1332,450,311.9457429864948,2474.0,2307.0,2364.0
1215,270,283.6439404398609,2450.0,2015.0,2040.0
1211,753,625.4174419314265,2438.0,2263.0,2278.0
1209,586,292.6517994216389,2305.0,2196.0,2208.0
1215,1223,318.69067214502485,2295.0,1735.0,1714.0
1215,1207,189.2761775602874,2247.0,1731.0,1664.0
1216,384,223.9411764705876,2214.0,2064.0,2003.0
1216,226,258.2715602897704,2209.0,1885.0,1937.0
1211,47,394.5626753176736,2166.0,2110.0,2083.0
1332,1307,242.96795223643235,2161.0,1830.0,1916.0
1212,610,326.693608806465,2079.0,2078.0,2073.0
1211,568,439.01582615228375,2054.0,1845.0,1878.0
1212,728,206.20000312615784,1999.0,1740.0,1767.0
482,294,443.8782559326585,1906.0,1330.0,1397.0
1330,324,250.23638942531196,1774.0,1633.0,1645.0
1216,1198,490.2804603783577,1719.0,1339.0,1191.0
1215,971,305.4346235718428,1692.0,1633.0,1612.0
1216,786,261.0410639559892,1649.0,1525.0,1548.0
1211,875,329.19893867348975,1617.0,1550.0,1539.0
1215,159,368.57153907938994,1593.0,1168.0,1182.0
292,1301,232.96540669789982,1581.0,1310.0,1299.0
1211,95,377.528901074569,1537.0,1386.0,1387.0
1215,633,491.8040587978195,1535.0,1453.0,1456.0
1332,860,289.17016317016333,1425.0,1186.0,1228.0
1215,770,279.5962492779212,1417.0,1391.0,1392.0
1215,1292,370.5783679507523,1415.0,1185.0,1209.0
1216,1002,208.15929229836968,1397.0,1260.0,1276.0
1212,601,178.38361805774116,1396.0,1291.0,1305.0
1211,221,431.38763188208833,1389.0,1338.0,1357.0
1215,139,455.96394191259617,1385.0,1152.0,1206.0
1215,791,400.1318485902261,1357.0,1261.0,1237.0
1216,421,289.98444054730106,1354.0,1097.0,1107.0
