165,167,165,22006.0,131,165,167,165,1931656.0
165,167,165,21884.0,131,165,167,165,1478328.0
165,167,165,22036.0,131,165,167,165,986975.0
165,167,165,21854.0,131,165,167,165,863891.0
165,167,165,22097.0,131,165,167,165,765341.0
165,167,165,22220.0,131,165,167,165,663242.0
165,167,165,22189.0,131,165,167,165,571992.0
165,167,165,22067.0,131,165,167,165,551002.0
165,167,165,21975.0,131,165,167,165,534369.0
5,8,120,21975.0,131,5,8,120,530805.0
165,167,165,21946.0,131,165,167,165,512428.0
165,167,165,22312.0,131,165,167,165,445097.0
165,167,165,22250.0,131,165,167,165,407136.0
165,167,165,22281.0,131,165,167,165,269840.0
30,30,30,22189.0,131,30,30,30,218669.0
165,167,165,22340.0,131,165,167,165,169780.0
165,167,165,22128.0,131,165,167,165,159135.0
30,30,30,22220.0,131,30,30,30,156488.0
165,167,165,22159.0,131,165,167,165,101668.0
30,30,30,22097.0,131,30,30,30,94053.0
165,167,165,22432.0,131,165,167,165,79799.0
165,167,165,21915.0,131,165,167,165,76545.0
30,30,30,22432.0,131,30,30,30,61354.0
30,30,30,22281.0,131,30,30,30,57386.0
165,167,165,22401.0,131,165,167,165,49204.0
30,30,30,22401.0,131,30,30,30,45900.0
30,30,30,22462.0,131,30,30,30,45836.0
165,167,165,21731.0,131,165,167,165,43756.0
165,167,165,21701.0,131,165,167,165,43195.0
50,42,57,22585.0,131,50,42,57,40878.0
30,30,30,22067.0,131,30,30,30,39816.0
165,167,165,22585.0,131,165,167,165,39512.0
30,30,30,22312.0,131,30,30,30,39468.0
165,167,165,22493.0,131,165,167,165,39414.0
165,167,165,22401.0,132,165,167,165,35384.0
165,167,165,22554.0,131,165,167,165,31960.0
30,30,30,22250.0,131,30,30,30,31451.0
165,167,165,22462.0,131,165,167,165,30704.0
165,167,165,21762.0,131,165,167,165,29433.0
165,167,165,22646.0,131,165,167,165,29084.0
165,167,165,22705.0,131,165,167,165,27101.0
165,167,165,22524.0,132,165,167,165,27004.0
165,167,165,22524.0,131,165,167,165,26305.0
165,167,165,22677.0,131,165,167,165,26155.0
165,167,165,22615.0,131,165,167,165,25178.0
165,167,165,21793.0,131,165,167,165,25151.0
30,30,30,22340.0,131,30,30,30,23851.0
165,167,165,22554.0,132,165,167,165,22733.0
165,167,165,21823.0,131,165,167,165,22597.0
165,167,165,22432.0,132,165,167,165,22531.0
165,167,165,22159.0,132,165,167,165,21922.0
165,167,165,22736.0,132,165,167,165,21023.0
165,167,165,22677.0,132,165,167,165,21021.0
165,167,165,22006.0,132,165,167,165,20938.0
165,167,165,22646.0,132,165,167,165,20904.0
165,167,165,22705.0,132,165,167,165,20780.0
50,161,164,22585.0,131,50,161,164,20598.0
165,167,165,22067.0,132,165,167,165,19648.0
165,167,165,22493.0,132,165,167,165,19215.0
165,167,165,22766.0,132,165,167,165,18891.0
165,167,165,22340.0,132,165,167,165,18809.0
165,167,165,22462.0,132,165,167,165,18567.0
165,167,165,22585.0,132,165,167,165,18427.0
50,42,57,22554.0,131,50,42,57,17877.0
165,167,165,22036.0,132,165,167,165,17602.0
165,167,165,22189.0,132,165,167,165,17226.0
165,167,165,22371.0,132,165,167,165,16847.0
165,167,165,22615.0,132,165,167,165,16363.0
50,161,164,22554.0,131,50,161,164,16037.0
30,30,30,22493.0,131,30,30,30,15578.0
165,167,165,22312.0,132,165,167,165,15576.0
30,30,30,22371.0,131,30,30,30,14444.0
30,30,30,22554.0,131,30,30,30,14232.0
165,167,165,22371.0,131,165,167,165,14129.0
165,167,165,22220.0,132,165,167,165,13692.0
30,30,30,22585.0,131,30,30,30,13483.0
165,167,165,22250.0,132,165,167,165,13240.0
165,167,165,22097.0,132,165,167,165,13031.0
165,167,165,22281.0,132,165,167,165,12918.0
165,167,165,22128.0,132,165,167,165,12349.0
50,161,164,22615.0,131,50,161,164,12032.0
5,69,69,22006.0,131,5,69,69,11721.0
5,69,69,22401.0,132,5,69,69,11255.0
5,69,69,22097.0,131,5,69,69,11222.0
5,69,69,22036.0,131,5,69,69,11122.0
5,69,69,22128.0,131,5,69,69,11061.0
5,69,69,22646.0,132,5,69,69,10942.0
5,69,69,21731.0,131,5,69,69,10697.0
5,69,69,21701.0,131,5,69,69,10631.0
5,69,69,22067.0,131,5,69,69,10561.0
5,69,69,22159.0,131,5,69,69,10450.0
5,69,69,22524.0,132,5,69,69,10057.0
5,69,69,22554.0,132,5,69,69,9719.0
5,69,69,21946.0,131,5,69,69,9556.0
5,69,69,22705.0,132,5,69,69,9552.0
5,69,69,21854.0,131,5,69,69,9540.0
5,69,69,22615.0,132,5,69,69,9515.0
5,69,69,21762.0,131,5,69,69,9505.0
5,69,69,22189.0,131,5,69,69,9503.0
5,69,69,22493.0,132,5,69,69,9474.0
165,167,165,22736.0,131,165,167,165,9373.0
5,69,69,22766.0,132,5,69,69,9293.0
5,69,69,21975.0,131,5,69,69,9254.0
5,69,69,21884.0,131,5,69,69,9057.0
5,69,69,22677.0,132,5,69,69,9024.0
50,42,57,22615.0,131,50,42,57,8982.0
5,69,69,22462.0,132,5,69,69,8970.0
5,69,69,21915.0,131,5,69,69,8914.0
5,69,69,22312.0,131,5,69,69,8776.0
5,69,69,22585.0,132,5,69,69,8608.0
5,69,69,21793.0,131,5,69,69,8589.0
5,69,69,22432.0,132,5,69,69,8402.0
5,69,69,22736.0,132,5,69,69,8310.0
5,69,69,22159.0,132,5,69,69,8197.0
5,69,69,21823.0,131,5,69,69,8010.0
5,69,69,22281.0,131,5,69,69,7998.0
165,167,165,22797.0,132,165,167,165,7973.0
165,167,165,22766.0,131,165,167,165,7529.0
165,167,165,21946.0,132,165,167,165,7190.0
5,69,69,22340.0,131,5,69,69,6937.0
5,69,69,22401.0,131,5,69,69,6719.0
5,69,69,22220.0,131,5,69,69,6546.0
165,167,165,21915.0,132,165,167,165,6422.0
5,69,69,22250.0,131,5,69,69,6301.0
165,167,165,21975.0,132,165,167,165,6230.0
5,69,69,22371.0,131,5,69,69,6136.0
5,69,69,22340.0,132,5,69,69,5925.0
30,30,30,22524.0,131,30,30,30,5883.0
30,30,30,22615.0,131,30,30,30,5665.0
5,69,69,22371.0,132,5,69,69,5604.0
5,69,69,22524.0,131,5,69,69,5567.0
30,30,30,22401.0,132,30,30,30,5559.0
5,69,69,22189.0,132,5,69,69,5519.0
5,69,69,22432.0,131,5,69,69,5509.0
165,167,165,21854.0,132,165,167,165,5246.0
5,69,69,22281.0,132,5,69,69,5200.0
165,167,165,21884.0,132,165,167,165,5147.0
5,69,69,22250.0,132,5,69,69,5064.0
5,69,69,22493.0,131,5,69,69,4988.0
5,69,69,22312.0,132,5,69,69,4904.0
165,167,165,21823.0,132,165,167,165,4874.0
5,69,69,22128.0,132,5,69,69,4842.0
5,8,137,21975.0,131,5,8,137,4783.0
5,69,69,22097.0,132,5,69,69,4649.0
5,69,69,22220.0,132,5,69,69,4627.0
5,69,69,22067.0,132,5,69,69,4448.0
165,167,165,21793.0,132,165,167,165,4358.0
5,69,69,22462.0,131,5,69,69,4230.0
50,111,44,22554.0,131,50,111,44,4210.0
50,32,158,22067.0,131,50,32,158,4150.0
30,30,30,22554.0,132,30,30,30,3923.0
5,69,69,22036.0,132,5,69,69,3823.0
30,30,30,22585.0,132,30,30,30,3614.0
50,161,164,22036.0,131,50,161,164,3591.0
5,69,69,22797.0,132,5,69,69,3548.0
5,69,69,22585.0,131,5,69,69,3514.0
50,161,164,22401.0,132,50,161,164,3488.0
30,30,30,22705.0,132,30,30,30,3420.0
5,69,69,22705.0,131,5,69,69,3414.0
30,30,30,22524.0,132,30,30,30,3390.0
30,30,30,21975.0,131,30,30,30,3374.0
50,32,133,21975.0,131,50,32,133,3346.0
50,161,164,22067.0,131,50,161,164,3331.0
30,30,30,22646.0,132,30,30,30,3326.0
5,69,69,22736.0,131,5,69,69,3311.0
30,30,30,22432.0,132,30,30,30,3295.0
5,69,69,22554.0,131,5,69,69,3249.0
5,69,69,22646.0,131,5,69,69,3248.0
30,30,30,22006.0,131,30,30,30,3206.0
30,30,30,22677.0,132,30,30,30,3137.0
5,69,69,22006.0,132,5,69,69,3135.0
30,30,30,21793.0,131,30,30,30,3114.0
50,111,44,22585.0,131,50,111,44,3102.0
30,30,30,22159.0,131,30,30,30,3084.0
30,30,30,22736.0,132,30,30,30,3047.0
30,30,30,22766.0,132,30,30,30,3010.0
30,30,30,21946.0,131,30,30,30,2981.0
30,30,30,21915.0,131,30,30,30,2946.0
