22281.0,22281.0,22281.0,22281.0,17,9,0.0
22281.0,22281.0,22281.0,22281.0,17,27,0.0
22281.0,22281.0,22281.0,22281.0,46,10,0.0
22281.0,22281.0,22281.0,22281.0,46,20,0.0
22281.0,22281.0,22281.0,22282.0,7,3,0.0
22281.0,22281.0,22281.0,22282.0,17,9,0.0
22281.0,22281.0,22281.0,22282.0,48,38,0.0
22281.0,22281.0,22281.0,22283.0,17,29,0.0
22281.0,22281.0,22281.0,22283.0,47,16,0.0
22281.0,22281.0,22281.0,22284.0,17,29,0.0
22281.0,22281.0,22281.0,22284.0,47,30,0.0
22281.0,22281.0,22281.0,22286.0,18,36,0.0
22281.0,22281.0,22281.0,22286.0,48,38,0.0
22281.0,22281.0,22281.0,22287.0,7,4,0.0
22281.0,22281.0,22281.0,22287.0,17,13,0.0
22281.0,22281.0,22281.0,22287.0,17,31,0.0
22281.0,22281.0,22281.0,22288.0,0,2,0.0
22281.0,22281.0,22281.0,22288.0,46,20,0.0
22281.0,22281.0,22281.0,22289.0,47,33,0.0
22281.0,22281.0,22281.0,22291.0,48,38,0.0
22281.0,22281.0,22281.0,22293.0,0,2,0.0
22281.0,22281.0,22281.0,22294.0,7,4,0.0
22281.0,22281.0,22281.0,22295.0,7,3,0.0
22281.0,22281.0,22281.0,22295.0,18,15,0.0
22281.0,22281.0,22281.0,22295.0,46,20,999.0
22281.0,22281.0,22281.0,22295.0,48,38,0.0
22281.0,22281.0,22281.0,22298.0,47,30,0.0
22281.0,22281.0,22281.0,22298.0,47,39,0.0
22281.0,22281.0,22281.0,22300.0,17,23,0.0
22281.0,22281.0,22281.0,22300.0,47,16,0.0
22281.0,22281.0,22281.0,22301.0,47,30,0.0
22281.0,22281.0,22281.0,22302.0,17,6,0.0
22281.0,22281.0,22281.0,22302.0,17,24,0.0
22281.0,22281.0,22281.0,22302.0,18,35,0.0
22281.0,22281.0,22281.0,22302.0,47,44,0.0
22281.0,22281.0,22281.0,22303.0,19,12,0.0
22281.0,22281.0,22281.0,22303.0,48,11,0.0
22281.0,22281.0,22281.0,22306.0,0,14,0.0
22281.0,22281.0,22281.0,22306.0,17,41,0.0
22281.0,22281.0,22281.0,22307.0,18,22,0.0
22281.0,22281.0,22281.0,22307.0,46,37,0.0
22281.0,22281.0,22281.0,22308.0,19,12,999.0
22281.0,22281.0,22281.0,22309.0,17,9,0.0
22281.0,22281.0,22281.0,22309.0,17,23,0.0
22281.0,22281.0,22281.0,22310.0,17,23,0.0
22281.0,22281.0,22312.0,22312.0,17,6,0.0
22281.0,22281.0,22312.0,22312.0,47,33,0.0
22281.0,22281.0,22312.0,22314.0,0,14,0.0
22281.0,22281.0,22312.0,22314.0,17,23,0.0
22281.0,22281.0,22312.0,22314.0,47,39,999.0
22281.0,22281.0,22312.0,22315.0,48,38,0.0
22281.0,22281.0,22312.0,22317.0,0,2,0.0
22281.0,22281.0,22312.0,22320.0,17,31,0.0
22281.0,22281.0,22312.0,22320.0,17,45,0.0
22281.0,22281.0,22312.0,22321.0,17,24,999.0
22281.0,22281.0,22312.0,22323.0,46,28,0.0
