-100,-100,6,0,0.06431915326684307
-100,-100,24,0,0.048849989822918785
-100,-100,36,0,0.04579686545898636
-100,-100,29,2,0.04498269896193772
-100,-100,36,2,0.04457561571341339
-100,-100,18,2,0.04396499084062691
-100,-100,12,2,0.04315082434357826
-100,-100,6,2,0.04070832485243232
-100,-100,8,2,0.04070832485243232
-100,-100,24,2,0.04050478322817016
-100,-100,19,2,0.037451658864237736
-100,-100,8,0,0.035212700997353956
-100,-100,18,0,0.03399145125178099
-100,-100,12,1,0.03317728475473234
-100,-100,29,0,0.03297374313047018
-100,-100,19,1,0.03277020150620802
-100,-100,29,1,0.03215957663342153
-100,-100,8,1,0.030124160390799917
-100,-100,19,0,0.028088744148178302
-100,-100,19,22,0.02747811927539182
-100,-100,24,1,0.026867494402605333
-100,-100,36,1,0.026460411154081008
-100,-100,18,1,0.023610828414410746
-100,-100,12,0,0.020150620801954
-100,-100,6,1,0.018115204559332382
-100,-100,8,22,0.01791166293507022
-100,-100,12,22,0.01730103806228374
-100,-100,18,22,0.015876246692448606
-100,-100,29,22,0.015672705068186445
-100,-100,36,22,0.014654996946875637
-100,-100,6,22,0.011601872582943212
-100,-100,24,22,0.010787706085894565
-1,-100,6,0,~S
-1,-100,6,2,~S
-1,-100,8,0,~S
-1,-100,8,2,~S
-1,-100,8,22,~S
-1,-100,12,0,~S
-1,-100,12,2,~S
-1,-100,12,1,~S
-1,-100,18,0,~S
-1,-100,18,1,~S
-1,-100,19,0,~S
-1,-100,19,2,~S
-1,-100,19,1,~S
-1,-100,19,22,~S
-1,-100,24,0,~S
-1,-100,24,2,~S
-1,-100,24,1,~S
-1,-100,29,2,~S
-1,-100,29,1,~S
-1,-100,36,0,~S
-1,-100,36,2,~S
-1,-100,36,22,~S
3,-100,6,0,~S
3,-100,6,2,~S
3,-100,8,0,~S
3,-100,8,2,~S
3,-100,8,1,~S
3,-100,8,22,~S
3,-100,12,0,~S
3,-100,12,1,~S
3,-100,12,22,~S
3,-100,18,0,~S
3,-100,18,2,~S
3,-100,18,1,~S
3,-100,18,22,~S
3,-100,19,2,~S
3,-100,19,1,~S
3,-100,19,22,~S
3,-100,24,0,~S
3,-100,24,2,~S
3,-100,24,1,~S
3,-100,24,22,~S
3,-100,29,0,~S
3,-100,29,1,~S
3,-100,29,22,~S
3,-100,36,0,~S
3,-100,36,2,~S
3,-100,36,1,~S
4,-100,6,0,~S
4,-100,8,2,~S
4,-100,12,2,~S
4,-100,12,1,~S
4,-100,18,0,~S
4,-100,18,2,~S
4,-100,19,2,~S
4,-100,19,1,~S
4,-100,24,2,~S
4,-100,29,2,~S
4,-100,36,0,~S
4,-100,36,2,~S
5,-100,6,0,0.06811731315042574
5,-100,29,2,0.0510879848628193
5,-100,24,0,0.050141911069063384
5,-100,12,2,0.048249763481551564
5,-100,8,2,0.04446546830652791
5,-100,36,0,0.039735099337748346
5,-100,18,2,0.03878902554399243
5,-100,6,2,0.036896877956480605
5,-100,12,1,0.036896877956480605
5,-100,19,2,0.036896877956480605
5,-100,24,1,0.036896877956480605
5,-100,29,1,0.036896877956480605
5,-100,36,2,0.036896877956480605
5,-100,36,1,0.03595080416272469
5,-100,19,1,0.03405865657521287
5,-100,24,2,0.03405865657521287
5,-100,18,0,0.03216650898770104
5,-100,18,1,0.03216650898770104
5,-100,8,1,0.03122043519394513
5,-100,12,0,0.0293282876064333
5,-100,19,0,0.02838221381267739
5,-100,29,0,0.02838221381267739
5,-100,8,0,0.026490066225165563
5,-100,19,22,0.02554399243140965
5,-100,6,1,0.021759697256385997
5,-100,8,22,0.01608325449385052
5,-100,36,22,0.01608325449385052
5,-100,18,22,0.014191106906338695
5,-100,12,22,0.010406811731315043
5,-100,6,22,~S
5,-100,24,22,~S
5,-100,29,22,~S
7,-100,6,0,~S
7,-100,6,2,~S
7,-100,8,0,~S
7,-100,8,22,~S
7,-100,12,2,~S
7,-100,12,22,~S
7,-100,18,0,~S
7,-100,18,2,~S
7,-100,18,1,~S
7,-100,19,2,~S
7,-100,19,22,~S
7,-100,24,0,~S
7,-100,24,2,~S
7,-100,29,2,~S
7,-100,29,1,~S
7,-100,29,22,~S
7,-100,36,0,~S
7,-100,36,22,~S
10,-100,6,0,0.07106598984771574
10,-100,24,0,0.050761421319796954
10,-100,29,2,0.050761421319796954
10,-100,36,0,0.050761421319796954
10,-100,36,2,0.050761421319796954
10,-100,6,2,~S
10,-100,6,1,~S
10,-100,6,22,~S
10,-100,8,0,~S
10,-100,8,2,~S
10,-100,8,1,~S
10,-100,8,22,~S
10,-100,12,0,~S
10,-100,12,2,~S
10,-100,12,1,~S
10,-100,12,22,~S
10,-100,18,0,~S
10,-100,18,2,~S
10,-100,18,1,~S
10,-100,18,22,~S
10,-100,19,0,~S
10,-100,19,2,~S
10,-100,19,1,~S
10,-100,19,22,~S
10,-100,24,2,~S
10,-100,24,1,~S
10,-100,24,22,~S
10,-100,29,0,~S
10,-100,29,1,~S
10,-100,29,22,~S
10,-100,36,1,~S
10,-100,36,22,~S
11,-100,12,2,0.06711409395973154
11,-100,6,0,~S
11,-100,6,2,~S
11,-100,6,1,~S
11,-100,6,22,~S
11,-100,8,0,~S
11,-100,8,2,~S
11,-100,8,1,~S
11,-100,12,1,~S
11,-100,12,22,~S
11,-100,18,0,~S
11,-100,18,2,~S
11,-100,18,1,~S
11,-100,18,22,~S
11,-100,19,0,~S
11,-100,19,2,~S
11,-100,19,1,~S
11,-100,19,22,~S
11,-100,24,0,~S
11,-100,24,2,~S
11,-100,24,1,~S
11,-100,29,0,~S
11,-100,29,2,~S
11,-100,29,1,~S
11,-100,29,22,~S
11,-100,36,0,~S
11,-100,36,2,~S
11,-100,36,1,~S
11,-100,36,22,~S
13,-100,6,2,~S
13,-100,8,2,~S
13,-100,8,1,~S
13,-100,12,2,~S
13,-100,12,22,~S
13,-100,18,2,~S
13,-100,18,1,~S
13,-100,19,2,~S
13,-100,19,22,~S
13,-100,24,2,~S
13,-100,24,1,~S
13,-100,29,2,~S
13,-100,29,1,~S
13,-100,36,2,~S
13,-100,36,1,~S
14,-100,6,0,0.07662463627546072
14,-100,36,0,0.05722599418040737
14,-100,24,0,0.0533462657613967
14,-100,8,0,0.05140640155189137
14,-100,19,2,0.0446168768186227
14,-100,29,0,0.0446168768186227
14,-100,36,2,0.0446168768186227
14,-100,12,2,0.041707080504364696
14,-100,29,2,0.041707080504364696
14,-100,18,2,0.040737148399612025
14,-100,8,2,0.037827352085354024
14,-100,6,2,0.03588748787584869
14,-100,24,2,0.03491755577109602
14,-100,19,0,0.03200775945683802
14,-100,18,0,0.030067895247332686
14,-100,29,1,0.029097963142580018
14,-100,19,22,0.028128031037827354
14,-100,12,1,0.027158098933074686
14,-100,19,1,0.026188166828322017
14,-100,24,1,0.026188166828322017
14,-100,36,1,0.026188166828322017
14,-100,8,1,0.023278370514064017
14,-100,18,1,0.023278370514064017
14,-100,12,22,0.01842870999030068
14,-100,8,22,0.016488845780795344
14,-100,6,22,0.014548981571290009
14,-100,12,0,0.014548981571290009
14,-100,18,22,0.014548981571290009
14,-100,29,22,0.012609117361784675
14,-100,24,22,0.011639185257032008
14,-100,6,1,0.01066925315227934
14,-100,36,22,0.009699321047526674
15,-100,19,2,0.05970149253731343
15,-100,29,2,0.05970149253731343
15,-100,6,2,0.05472636815920398
15,-100,12,1,0.05472636815920398
15,-100,18,2,0.05472636815920398
15,-100,24,0,0.04975124378109453
15,-100,6,0,~S
15,-100,6,1,~S
15,-100,6,22,~S
15,-100,8,0,~S
15,-100,8,2,~S
15,-100,8,1,~S
15,-100,8,22,~S
15,-100,12,0,~S
15,-100,12,2,~S
15,-100,12,22,~S
15,-100,18,0,~S
15,-100,18,1,~S
15,-100,18,22,~S
15,-100,19,0,~S
15,-100,19,1,~S
15,-100,19,22,~S
15,-100,24,2,~S
15,-100,24,1,~S
15,-100,24,22,~S
15,-100,29,0,~S
15,-100,29,1,~S
15,-100,29,22,~S
15,-100,36,0,~S
15,-100,36,2,~S
15,-100,36,1,~S
15,-100,36,22,~S
16,-100,6,0,~S
16,-100,6,2,~S
16,-100,6,1,~S
16,-100,6,22,~S
16,-100,8,0,~S
16,-100,8,2,~S
16,-100,8,1,~S
16,-100,12,0,~S
16,-100,12,2,~S
16,-100,12,1,~S
16,-100,12,22,~S
16,-100,18,0,~S
16,-100,18,2,~S
16,-100,18,1,~S
16,-100,18,22,~S
16,-100,19,0,~S
16,-100,19,2,~S
16,-100,19,1,~S
16,-100,24,0,~S
16,-100,24,2,~S
16,-100,24,1,~S
16,-100,24,22,~S
16,-100,29,0,~S
16,-100,29,2,~S
16,-100,29,1,~S
16,-100,36,0,~S
16,-100,36,2,~S
16,-100,36,1,~S
16,-100,36,22,~S
17,-100,6,0,0.08260869565217391
17,-100,36,2,0.06521739130434782
17,-100,24,0,0.05652173913043478
17,-100,18,0,0.05217391304347826
17,-100,24,2,0.05217391304347826
17,-100,6,2,0.043478260869565216
17,-100,12,2,0.043478260869565216
17,-100,18,2,0.043478260869565216
17,-100,19,2,0.043478260869565216
17,-100,29,2,0.043478260869565216
17,-100,6,1,~S
17,-100,6,22,~S
17,-100,8,0,~S
17,-100,8,2,~S
17,-100,8,1,~S
17,-100,8,22,~S
17,-100,12,0,~S
17,-100,12,1,~S
17,-100,12,22,~S
17,-100,18,1,~S
17,-100,18,22,~S
17,-100,19,0,~S
17,-100,19,1,~S
17,-100,19,22,~S
17,-100,24,1,~S
