-100,-100,13,884.0,0.4298642533936652,380.0
-100,-100,28,884.0,0.4117647058823529,364.0
-100,-100,37,884.0,0.3088235294117647,273.0
-100,-100,39,884.0,0.3031674208144796,268.0
-100,-100,9,884.0,0.29638009049773756,262.0
-100,-100,11,884.0,0.29411764705882354,260.0
-100,-100,27,884.0,0.28054298642533937,248.0
-100,-100,25,884.0,0.2579185520361991,228.0
-100,-100,12,884.0,0.25,221.0
-100,-100,5,884.0,0.2398190045248869,212.0
-100,-100,15,884.0,0.2239819004524887,198.0
-100,-100,17,884.0,0.21153846153846154,187.0
-100,-100,20,884.0,0.20475113122171945,181.0
-1,-100,17,5.0,0.6,3.0
-1,-100,37,5.0,0.6,3.0
-1,-100,5,5.0,0.4,2.0
-1,-100,9,5.0,0.4,2.0
-1,-100,11,5.0,0.4,2.0
-1,-100,13,5.0,0.4,2.0
-1,-100,25,5.0,0.4,2.0
-1,-100,27,5.0,0.4,2.0
-1,-100,39,5.0,0.4,2.0
-1,-100,15,5.0,0.2,1.0
-1,-100,20,5.0,0.2,1.0
-1,-100,28,5.0,0.2,1.0
-1,-100,12,5.0,.,.
0,-100,13,9.0,0.5555555555555556,5.0
0,-100,28,9.0,0.4444444444444444,4.0
0,-100,39,9.0,0.3333333333333333,3.0
0,-100,11,9.0,0.2222222222222222,2.0
0,-100,20,9.0,0.2222222222222222,2.0
0,-100,27,9.0,0.2222222222222222,2.0
0,-100,5,9.0,0.1111111111111111,1.0
0,-100,9,9.0,0.1111111111111111,1.0
0,-100,12,9.0,0.1111111111111111,1.0
0,-100,15,9.0,0.1111111111111111,1.0
0,-100,17,9.0,0.1111111111111111,1.0
0,-100,37,9.0,0.1111111111111111,1.0
0,-100,25,9.0,.,.
1,-100,28,6.0,0.5,3.0
1,-100,39,6.0,0.5,3.0
1,-100,11,6.0,0.16666666666666666,1.0
1,-100,12,6.0,0.16666666666666666,1.0
1,-100,13,6.0,0.16666666666666666,1.0
1,-100,15,6.0,0.16666666666666666,1.0
1,-100,17,6.0,0.16666666666666666,1.0
1,-100,20,6.0,0.16666666666666666,1.0
1,-100,27,6.0,0.16666666666666666,1.0
1,-100,37,6.0,0.16666666666666666,1.0
1,-100,5,6.0,.,.
1,-100,9,6.0,.,.
1,-100,25,6.0,.,.
3,-100,11,179.0,0.5754189944134078,103.0
3,-100,25,179.0,0.5251396648044693,94.0
3,-100,13,179.0,0.441340782122905,79.0
3,-100,17,179.0,0.41899441340782123,75.0
3,-100,37,179.0,0.39664804469273746,71.0
3,-100,15,179.0,0.36312849162011174,65.0
3,-100,9,179.0,0.3463687150837989,62.0
3,-100,28,179.0,0.2681564245810056,48.0
3,-100,12,179.0,0.21787709497206703,39.0
3,-100,27,179.0,0.21787709497206703,39.0
3,-100,5,179.0,0.2011173184357542,36.0
3,-100,39,179.0,0.18994413407821228,34.0
3,-100,20,179.0,0.16201117318435754,29.0
4,-100,28,4.0,0.75,3.0
4,-100,12,4.0,0.5,2.0
4,-100,13,4.0,0.5,2.0
4,-100,5,4.0,0.25,1.0
4,-100,9,4.0,0.25,1.0
4,-100,20,4.0,0.25,1.0
4,-100,39,4.0,0.25,1.0
4,-100,11,4.0,.,.
4,-100,15,4.0,.,.
4,-100,17,4.0,.,.
4,-100,25,4.0,.,.
4,-100,27,4.0,.,.
4,-100,37,4.0,.,.
7,-100,28,40.0,0.575,23.0
7,-100,13,40.0,0.35,14.0
7,-100,27,40.0,0.325,13.0
7,-100,39,40.0,0.275,11.0
7,-100,37,40.0,0.225,9.0
7,-100,12,40.0,0.2,8.0
7,-100,5,40.0,0.175,7.0
7,-100,11,40.0,0.175,7.0
7,-100,25,40.0,0.125,5.0
7,-100,15,40.0,0.1,4.0
7,-100,20,40.0,0.1,4.0
7,-100,9,40.0,0.075,3.0
7,-100,17,40.0,0.075,3.0
8,-100,28,22.0,0.7727272727272727,17.0
8,-100,39,22.0,0.5454545454545454,12.0
8,-100,13,22.0,0.45454545454545453,10.0
8,-100,9,22.0,0.36363636363636365,8.0
8,-100,5,22.0,0.3181818181818182,7.0
8,-100,12,22.0,0.3181818181818182,7.0
8,-100,20,22.0,0.3181818181818182,7.0
8,-100,37,22.0,0.3181818181818182,7.0
8,-100,27,22.0,0.2727272727272727,6.0
8,-100,15,22.0,0.22727272727272727,5.0
8,-100,11,22.0,0.09090909090909091,2.0
8,-100,25,22.0,0.09090909090909091,2.0
8,-100,17,22.0,0.045454545454545456,1.0
10,-100,13,3.0,1.0,3.0
10,-100,28,3.0,1.0,3.0
10,-100,37,3.0,1.0,3.0
10,-100,39,3.0,1.0,3.0
10,-100,9,3.0,0.6666666666666666,2.0
10,-100,20,3.0,0.6666666666666666,2.0
10,-100,27,3.0,0.6666666666666666,2.0
10,-100,5,3.0,0.3333333333333333,1.0
10,-100,11,3.0,0.3333333333333333,1.0
10,-100,12,3.0,0.3333333333333333,1.0
10,-100,15,3.0,.,.
10,-100,17,3.0,.,.
10,-100,25,3.0,.,.
14,-100,28,193.0,0.45595854922279794,88.0
14,-100,13,193.0,0.3626943005181347,70.0
14,-100,9,193.0,0.34196891191709844,66.0
14,-100,5,193.0,0.3316062176165803,64.0
14,-100,27,193.0,0.29533678756476683,57.0
14,-100,37,193.0,0.2694300518134715,52.0
14,-100,39,193.0,0.26424870466321243,51.0
14,-100,12,193.0,0.24352331606217617,47.0
14,-100,25,193.0,0.22279792746113988,43.0
14,-100,11,193.0,0.18652849740932642,36.0
14,-100,15,193.0,0.17098445595854922,33.0
14,-100,20,193.0,0.16062176165803108,31.0
14,-100,17,193.0,0.14507772020725387,28.0
16,-100,13,30.0,0.4,12.0
16,-100,12,30.0,0.3,9.0
16,-100,28,30.0,0.3,9.0
16,-100,39,30.0,0.3,9.0
16,-100,27,30.0,0.26666666666666666,8.0
16,-100,37,30.0,0.26666666666666666,8.0
16,-100,15,30.0,0.2,6.0
16,-100,20,30.0,0.2,6.0
16,-100,5,30.0,0.13333333333333333,4.0
16,-100,9,30.0,0.13333333333333333,4.0
16,-100,17,30.0,0.13333333333333333,4.0
16,-100,11,30.0,0.1,3.0
16,-100,25,30.0,0.06666666666666667,2.0
18,-100,11,18.0,0.4444444444444444,8.0
18,-100,15,18.0,0.4444444444444444,8.0
18,-100,17,18.0,0.3333333333333333,6.0
18,-100,13,18.0,0.2777777777777778,5.0
18,-100,25,18.0,0.2777777777777778,5.0
18,-100,39,18.0,0.2777777777777778,5.0
18,-100,12,18.0,0.16666666666666666,3.0
