-100,-100,29,0.6,417.0
-100,-100,10,0.29784172661870506,207.0
-100,-100,25,0.08345323741007195,58.0
-100,-100,18,0.01870503597122302,13.0
-1,-100,29,~S,~S
-1,-100,10,~S,~S
4,-100,29,~S,~S
4,-100,10,~S,~S
5,-100,29,~S,~S
5,-100,25,~S,~S
6,-100,29,0.6582278481012658,104.0
6,-100,10,0.26582278481012656,42.0
6,-100,25,0.06329113924050633,10.0
6,-100,18,0.012658227848101266,2.0
7,-100,29,~S,~S
7,-100,10,~S,~S
8,-100,29,0.7307692307692307,19.0
8,-100,10,0.23076923076923078,6.0
8,-100,25,0.038461538461538464,1.0
9,-100,29,0.5789473684210527,11.0
9,-100,10,0.3684210526315789,7.0
9,-100,25,0.05263157894736842,1.0
11,-100,29,~S,~S
11,-100,10,~S,~S
12,-100,29,0.5379310344827586,78.0
12,-100,10,0.31724137931034485,46.0
12,-100,25,0.11724137931034483,17.0
12,-100,18,0.027586206896551724,4.0
13,-100,29,0.6,15.0
13,-100,10,0.2,5.0
13,-100,25,0.2,5.0
14,-100,29,0.625,10.0
14,-100,10,0.3125,5.0
14,-100,25,0.0625,1.0
15,-100,29,0.6176470588235294,21.0
15,-100,10,0.23529411764705882,8.0
15,-100,25,0.11764705882352941,4.0
15,-100,18,0.029411764705882353,1.0
16,-100,29,0.5555555555555556,15.0
16,-100,10,0.37037037037037035,10.0
16,-100,25,0.07407407407407407,2.0
17,-100,29,~S,~S
19,-100,29,0.4583333333333333,11.0
19,-100,10,0.4166666666666667,10.0
19,-100,25,0.125,3.0
20,-100,29,~S,~S
21,-100,29,0.72,18.0
21,-100,10,0.24,6.0
21,-100,25,0.04,1.0
22,-100,29,~S,~S
22,-100,10,~S,~S
22,-100,25,~S,~S
23,-100,29,~S,~S
23,-100,10,~S,~S
24,-100,29,0.5932203389830508,70.0
24,-100,10,0.2966101694915254,35.0
24,-100,25,0.07627118644067797,9.0
24,-100,18,0.03389830508474576,4.0
26,-100,29,0.5833333333333334,14.0
26,-100,10,0.3333333333333333,8.0
26,-100,25,0.041666666666666664,1.0
26,-100,18,0.041666666666666664,1.0
27,-100,29,~S,~S
27,-100,10,~S,~S
27,-100,25,~S,~S
28,-100,29,~S,~S
28,-100,10,~S,~S
30,-100,29,~S,~S
30,-100,18,~S,~S
6,0,29,0.5925925925925926,16.0
6,0,10,0.4074074074074074,11.0
8,0,29,~S,~S
9,0,29,~S,~S
9,0,10,~S,~S
