-100,-100,16,45,670.0,1055.0,0.6350710900473934
-100,-100,16,10,489.0,884.0,0.5531674208144797
-100,-100,4,10,477.0,884.0,0.5395927601809954
-100,-100,4,45,569.0,1055.0,0.5393364928909953
-100,-100,11,10,336.0,884.0,0.38009049773755654
-100,-100,11,45,365.0,1055.0,0.3459715639810427
-100,-100,30,45,314.0,1055.0,0.2976303317535545
-100,-100,30,10,243.0,884.0,0.2748868778280543
-100,-100,1,17,232.0,884.0,0.26244343891402716
-100,-100,30,17,197.0,884.0,0.2228506787330317
-100,-100,25,10,192.0,884.0,0.2171945701357466
-100,-100,25,45,228.0,1055.0,0.2161137440758294
-100,-100,40,45,189.0,1055.0,0.1791469194312796
-100,-100,1,10,153.0,884.0,0.17307692307692307
-100,-100,4,17,147.0,884.0,0.166289592760181
-100,-100,19,45,174.0,1055.0,0.16492890995260664
-100,-100,19,10,144.0,884.0,0.16289592760180996
-100,-100,40,10,140.0,884.0,0.1583710407239819
-100,-100,25,17,138.0,884.0,0.15610859728506787
-100,-100,1,45,138.0,1055.0,0.13080568720379146
-100,-100,11,17,113.0,884.0,0.12782805429864252
-100,-100,16,17,111.0,884.0,0.1255656108597285
-100,-100,9,17,110.0,884.0,0.1244343891402715
-100,-100,19,17,102.0,884.0,0.11538461538461539
-100,-100,14,17,88.0,884.0,0.09954751131221719
-100,-100,40,17,133.0,1768.0,0.0752262443438914
-100,-100,14,45,78.0,1055.0,0.07393364928909953
-100,-100,14,10,53.0,884.0,0.05995475113122172
-100,-100,9,10,53.0,884.0,0.05995475113122172
-1,-100,4,10,4.0,5.0,0.8
-1,-100,30,10,4.0,5.0,0.8
-1,-100,16,10,3.0,5.0,0.6
-1,-100,19,10,3.0,5.0,0.6
-1,-100,14,17,3.0,5.0,0.6
-1,-100,11,10,2.0,5.0,0.4
-1,-100,1,17,2.0,5.0,0.4
-1,-100,1,10,1.0,5.0,0.2
-1,-100,25,10,1.0,5.0,0.2
-1,-100,25,17,1.0,5.0,0.2
-1,-100,19,17,1.0,5.0,0.2
-1,-100,40,17,1.0,10.0,0.1
-1,-100,4,17,.,5.0,.
-1,-100,16,17,.,5.0,.
-1,-100,30,17,.,5.0,.
-1,-100,11,17,.,5.0,.
-1,-100,40,10,.,5.0,.
-1,-100,14,10,.,5.0,.
-1,-100,9,10,.,5.0,.
-1,-100,9,17,.,5.0,.
0,-100,4,10,6.0,9.0,0.6666666666666666
0,-100,16,10,6.0,9.0,0.6666666666666666
0,-100,4,45,5.0,9.0,0.5555555555555556
0,-100,16,45,5.0,9.0,0.5555555555555556
0,-100,11,45,5.0,9.0,0.5555555555555556
0,-100,4,17,3.0,9.0,0.3333333333333333
0,-100,30,17,3.0,9.0,0.3333333333333333
0,-100,25,17,3.0,9.0,0.3333333333333333
0,-100,30,10,2.0,9.0,0.2222222222222222
0,-100,11,10,2.0,9.0,0.2222222222222222
0,-100,11,17,2.0,9.0,0.2222222222222222
0,-100,40,45,2.0,9.0,0.2222222222222222
0,-100,19,45,2.0,9.0,0.2222222222222222
0,-100,16,17,1.0,9.0,0.1111111111111111
0,-100,30,45,1.0,9.0,0.1111111111111111
0,-100,1,10,1.0,9.0,0.1111111111111111
0,-100,1,17,1.0,9.0,0.1111111111111111
0,-100,1,45,1.0,9.0,0.1111111111111111
0,-100,25,10,1.0,9.0,0.1111111111111111
0,-100,19,10,1.0,9.0,0.1111111111111111
0,-100,19,17,1.0,9.0,0.1111111111111111
0,-100,14,45,1.0,9.0,0.1111111111111111
0,-100,9,17,1.0,9.0,0.1111111111111111
0,-100,40,17,1.0,18.0,0.05555555555555555
0,-100,25,45,.,9.0,.
0,-100,40,10,.,9.0,.
0,-100,14,10,.,9.0,.
0,-100,14,17,.,9.0,.
0,-100,9,10,.,9.0,.
2,-100,16,45,11.0,17.0,0.6470588235294118
