.," ",.,3.0,NaN,.,3.0
705.0," ",705.0,420.0,705.0,705.0,420.0
205.0," ",205.0,478.0,205.0,205.0,478.0
707.0," ",707.0,499.0,707.0,707.0,499.0
201.0," ",201.0,501.0,201.0,201.0,501.0
105.0," ",105.0,512.0,105.0,105.0,512.0
601.0," ",601.0,529.0,601.0,601.0,529.0
702.0," ",702.0,559.0,702.0,702.0,559.0
703.0," ",703.0,559.0,703.0,703.0,559.0
701.0," ",701.0,561.0,701.0,701.0,561.0
408.0," ",408.0,568.0,408.0,408.0,568.0
706.0," ",706.0,615.0,706.0,706.0,615.0
103.0," ",103.0,627.0,103.0,103.0,627.0
704.0," ",704.0,628.0,704.0,704.0,628.0
409.0," ",409.0,700.0,409.0,409.0,700.0
606.0," ",606.0,704.0,606.0,606.0,704.0
708.0," ",708.0,710.0,708.0,708.0,710.0
405.0," ",405.0,725.0,405.0,405.0,725.0
403.0," ",403.0,727.0,403.0,403.0,727.0
102.0," ",102.0,765.0,102.0,102.0,765.0
605.0," ",605.0,819.0,605.0,605.0,819.0
402.0," ",402.0,826.0,402.0,402.0,826.0
204.0," ",204.0,827.0,204.0,204.0,827.0
504.0," ",504.0,842.0,504.0,504.0,842.0
407.0," ",407.0,882.0,407.0,407.0,882.0
406.0," ",406.0,886.0,406.0,406.0,886.0
301.0," ",301.0,923.0,301.0,301.0,923.0
306.0," ",306.0,935.0,306.0,306.0,935.0
203.0," ",203.0,943.0,203.0,203.0,943.0
108.0," ",108.0,979.0,108.0,108.0,979.0
608.0," ",608.0,1015.0,608.0,608.0,1015.0
607.0," ",607.0,1079.0,607.0,607.0,1079.0
604.0," ",604.0,1083.0,604.0,604.0,1083.0
202.0," ",202.0,1089.0,202.0,202.0,1089.0
401.0," ",401.0,1105.0,401.0,401.0,1105.0
304.0," ",304.0,1129.0,304.0,304.0,1129.0
404.0," ",404.0,1134.0,404.0,404.0,1134.0
303.0," ",303.0,1162.0,303.0,303.0,1162.0
107.0," ",107.0,1165.0,107.0,107.0,1165.0
502.0," ",502.0,1176.0,502.0,502.0,1176.0
101.0," ",101.0,1205.0,101.0,101.0,1205.0
308.0," ",308.0,1222.0,308.0,308.0,1222.0
505.0," ",505.0,1329.0,505.0,505.0,1329.0
602.0," ",602.0,1366.0,602.0,602.0,1366.0
507.0," ",507.0,1387.0,507.0,507.0,1387.0
603.0," ",603.0,1403.0,603.0,603.0,1403.0
503.0," ",503.0,1470.0,503.0,503.0,1470.0
104.0," ",104.0,1518.0,104.0,104.0,1518.0
506.0," ",506.0,1532.0,506.0,506.0,1532.0
307.0," ",307.0,1579.0,307.0,307.0,1579.0
501.0," ",501.0,1741.0,501.0,501.0,1741.0
209.0," ",209.0,1750.0,209.0,209.0,1750.0
106.0," ",106.0,1764.0,106.0,106.0,1764.0
302.0," ",302.0,1910.0,302.0,302.0,1910.0
206.0," ",206.0,1919.0,206.0,206.0,1919.0
305.0," ",305.0,2156.0,305.0,305.0,2156.0
208.0," ",208.0,2222.0,208.0,208.0,2222.0
207.0," ",207.0,2403.0,207.0,207.0,2403.0
