76,0,0,84,-1,-1,1,55,0.06656652624626513,20949,77,0.8937419447228985,2,12,57,0,.,1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,22,21,22
76,1,1,83,0,84,2,55,0.06795664559152897,18088,77,0.9376382131800088,2,24,57,69,0.8634302353334288,0.8634302353334288,50,-1,-1,-1,-1,-1,-1,-1,50,-1,-1,-1,20,10,20,10
76,2,1,84,0,84,1,55,0.08898821965832238,2861,77,0.6162181055574973,2,34,57,71,0.1365697646665712,0.1365697646665712,54,-1,-1,-1,-1,-1,-1,-1,53,-1,-1,-1,13,9,13,9
76,3,2,-1,1,83,3,75,0.0,12093,77,0.9905730587943439,0,7,57,65,0.6685647943387881,0.5772590577115853,3,-1,-1,-1,-1,-1,-1,-1,50,-1,-1,3,15,16,15,16
76,4,2,84,1,83,1,55,0.061216490844257176,5995,77,0.8308590492076731,2,39,57,68,0.3314352056612119,0.2861711776218435,6,-1,-1,-1,-1,-1,-1,-1,50,-1,-1,6,31,8,31,8
76,5,2,-1,2,84,3,75,0.0,1505,77,0.7767441860465116,0,7,57,74,0.5260398462076197,0.07184113800181392,82,-1,-1,-1,-1,-1,-1,-1,81,-1,-1,-1,11,27,11,27
76,6,2,83,2,84,2,55,0.07466918605251849,1356,85,0.5619469026548672,2,48,57,72,0.47396015379238027,0.06472862666475727,52,-1,-1,-1,-1,-1,-1,-1,52,-1,-1,-1,37,43,37,43
76,7,3,-1,4,84,3,75,0.0,4467,77,0.8985896574882472,0,7,57,70,0.7451209341117598,0.21323213518545037,51,-1,-1,-1,-1,-1,-1,-1,51,-1,-1,6,30,32,30,32
76,8,3,83,4,84,2,55,0.23581800214898896,1528,77,0.6328534031413613,2,14,57,73,0.2548790658882402,0.07293904243639314,80,-1,-1,-1,-1,-1,-1,-1,79,-1,-1,6,49,36,49,36
76,9,3,-1,6,83,3,75,0.0,81,77,1.0,0,7,57,64,0.059734513274336286,0.0038665330087355003,2,-1,-1,-1,-1,-1,-1,-1,52,-1,-1,2,45,-1,45,-1
76,10,3,58,6,83,1,55,0.09063262494083013,1275,85,0.5976470588235294,2,17,57,67,0.9402654867256637,0.060862093656021764,5,-1,-1,-1,-1,-1,-1,-1,52,-1,-1,5,35,44,35,44
76,11,4,-1,8,83,3,75,0.0,1122,77,0.7976827094474154,0,7,57,63,0.7342931937172775,0.05355864241729916,1,-1,-1,-1,-1,-1,-1,-1,79,-1,-1,38,46,23,46,23
76,12,4,-1,8,83,3,75,0.0,406,85,0.8226600985221675,0,7,57,66,0.26570680628272253,0.01938040001909399,4,-1,-1,-1,-1,-1,-1,-1,79,-1,-1,4,41,26,41,26
76,13,4,56,10,58,1,55,0.04518247511135809,1083,85,0.6703601108033241,2,18,57,61,0.8494117647058823,0.051696978376056135,78,-1,-1,78,-1,-1,-1,-1,52,-1,-1,5,28,42,28,42
76,14,4,-1,10,58,3,75,0.0,192,77,0.8125,0,7,57,62,0.15058823529411763,0.00916511527996563,85,-1,-1,85,-1,-1,-1,-1,52,-1,-1,5,19,29,19,29
76,15,5,-1,13,56,3,75,0.0,1026,85,0.6988304093567251,0,7,57,59,0.9473684210526315,0.04897608477731634,78,-1,78,78,-1,-1,-1,-1,52,-1,-1,5,25,40,25,40
76,16,5,-1,13,56,3,75,0.0,57,77,0.8421052631578947,0,7,57,60,0.05263157894736842,0.0027208935987397967,85,-1,85,78,-1,-1,-1,-1,52,-1,-1,5,33,47,33,47
